text,sentiment
bantu proses sehat,neutral
manfaat good job,neutral
aplikasi guna,neutral
mudah mudah,positive
kode verifikasi nya busuk banget udah nunggu jam pas udah uninstall ni apk nongol tu kode busuk banget ni apk urus login aja sulit hadeh,negative
layan josss,neutral
ya masuk gak susah banget pake obat tpi gk login trus pdahal jaring bagus tolonglh baik lah apk nya,positive
bantu sekaliterima kasih,neutral
lupa pasword jd nggak masuk njir sdh otp tp nggak nongol ktpnya njirr stres loe gila,neutral
terimaksih dgn aplikasih gk repot kantor nyauntuk ngurusperubahan data,negative
layan antre tingkat rujuk kontrol periksa fitur ambil antri gmn masuk pilih layan antre data pesertapasien eh gk ambil antre hny riwayat nomor antre gimana,neutral
habis update login,neutral
aplikasi harusya serta luar kartu keluarga karna susah orang tua obat nomor antri pakai aplikasi daftar aplikasi nomor telpn istri pakai aplikasi bpjs karna kerja pk swasta pisah bayar bpjs ya,negative
lot gak pakai daftar,neutral
praktis baik friendly user,positive
sulit pasien mudah,neutral
aplikasi joss,neutral
transparansi informasi bingung keluh tanggap guna aplikasi suruh tatap muka,neutral
aplikasi yg bagus bantu cepat mudah bantu mudah antri cepat proses ubah data pindah faskes,positive
mantaap terima kasih,neutral
tolong perhati bug gabisa liat kode booking gabisa screenshot pulak,neutral
mantap banget bos,positive
udah ga paham,neutral
simple cepat informatif,positive
aplikasi mantul mudah,positive
aplikasi bagus,positive
aplikasi buat perintah eror trobel tolonggg update info apa akun darurat buang aplikasi maksimal layan rakyat masak kalah aplikasi medsos game,neutral
capchanya ga aplikasi dudul,neutral
wooooo,neutral
pandawa bantu masuk foto minimal besar memori,neutral
apknya eror ya masak sandi salah terusgiliran lupa sandi kirim kode otp nggk bisasuruh coba tolong benerin apknya,neutral
check in aplikasi reservasi sesuai jadwal kontrol rujuk sulit,negative
knpa no kk isi ya gimana sih,neutral
aplikasi ampas banget reset password kirim otp nya aja ga kirim kirim banyak korupsi ya gin,neutral
mudah,positive
bagus lengkap faskes no hp rubah mudah,positive
gak screenshot aplikasi izin keluarga hp jkn nya otomatis daftar kirim ss nomor antri nya update gak screenshot aduuuh tolong baik ya,positive
apa nggak aplikasi daftar antre aja nggak gagal hubung server rs ayoolahhhh bug rilis aplikasi mudah ribet runyam kocak ngebug kelas aplikasi perintah lohhhh alesan dana korupsi mulu kontil,neutral
bantu mengunakan aplikasi,neutral
aplikasi nya top dah,neutral
gagal masuk akunnomor handphone yg daftar nomor sendiripas klik lupa password email terdaftarnomor handphone ubah nomor mamanggak emang,negative
bantu,neutral
konsistenin tulis offline loading udah update jaring bagus udah ganti pake wifi kuota tetep aja loading offline verifikasi wa tetep aja verifikasi sms repot bpjs pbi nik nomor hp syulit ya tuhan aghhh,neutral
mantapp mudah,positive
lot bgt daftar gk,neutral
aplikasi ny eror gbsa,neutral
proses daftar aplikasi sulit verifikasi gagal jelas salah mohon baik aplikasi layan sehat masyarakat,negative
good aplication,neutral
daftar mlhon tambajkan daftar mtbs nyayang bagus,positive
lupa pin verifikasi nomor nomor verifikasi daftar suruh verifikasi muter pusing,neutral
cpt tanggap mudah urus,positive
bs askesdikarenakan chapta error tampilstuck loading,negative
rekomendasi,neutral
pas verifikasi wajah gagal,negative
aplikasi ngaco bikin akun susah banget sinyal bagus bilang offline,neutral
aplikasi ga daftar aja susah mending hapus aja dah ari play store otp ga masuk gajelas,negative
mantap jos puas,positive
mudah pakai jkn mobile,positive
apa yg masalah browsing pakai aplikasi lancar gilir akses mobile jkn gk,negative
update mulu tp aplikasi gak ubah daftar online paskes offline mulu proses,neutral
mudah bantu,positive
aplikasi nya mudah layan bagus tingkat jkn mobileterima kasih,positive
terima kasih,neutral
pas login tombol masuk nya gabisa pencet tombol tombol masuk nyaa,neutral
aplikasi eror gak daftar online rumah sakit bikin dapet nomor antri gede aja nomor,neutral
nggk,neutral
ratu relogin,neutral
lancar banget no lelet mantap,neutral
eror login,neutral
okkkk,neutral
aplikasi sinting update cari duit banget yaaa,neutral
kali kali verifikasi wajah bia,neutral
ulang kali daftar,neutral
menu guna kayak ecommerce coba adakan menu bayar fungsi qris scan guna instansi sdm pikir,neutral
gajelas regis gagal,negative
masuk aplikasi banyak orang keluh susah tolong mudah masuk aplikasi ya,neutral
tau bijak maksimal login kali nik yg beda perangkat kemarin sempet bantu login bpjs sehat orang rumah pake perangkat eh gak tau pas gilir login pake nik lg udah gak krn capai login maksimal nik fitur log out selesai log in data akumulasi satu perangkat,neutral
aplikasi gak gunacuma formalitas sarang korupsi gak layan masyarakatyg cuan,neutral
aplikasi ampas login pakai biometrik ngk sih rubat data wa pandawa mudah tpi sih yg gampang bikin ribet,positive
ga nih apk nya tolong trus log out trs loh,neutral
mohon baik verif wajah gagal,neutral
lenih mudah layan mudah akses tingkat masyarakat kantor bpjs ubah data kait jkn mobilesukses,positive
guys bantu keluh yg otp nya ga masuk kartu pulsa minimal isi rb masuk kode otp nya ga masuk isi pulsa rb eh masukkk,neutral
yg beda kk daftar anggota dibenerin knkantor pusat yg soreang komputer ubah tp data yg,neutral
terimakasih moga mudah guna bpjs,positive
alhamdulillah mudah urus data administrasi syukron,positive
udh daftar login lgi,neutral
aplikasi perintah error orang pintar orang jujur gak,negative
sdh update layar hitam,neutral
antre mudah,positive
uaer friendly,neutral
okeh ga ribet,neutral
mudah operasi,positive
puas hasil layan sehat,positive
gampang gk ribet,neutral
aplikasi ga tugas tugas nya kerja sih mudah masyarakat sulit,neutral
komunikasi agent chatbot susah alami,negative
mantap pokok nya joss,positive
alhamdulilah mobile jkn layan sehat mudah cepat hemat aktivitas jalan terimakasih bpjsmobile jkn,positive
apk gajelas otp abad,neutral
aplikasi taek login kog mbendino,neutral
aplikasi banget bayar bpjs eh kendala parah banget kirain blom bayar telpon mulu kaya gin gratisin aja deh umur hidup repot bpjs,negative
kali kali login salah gagal aplikasi bikin pusing masyarakat aja bikin susah orang brobat aj bukany batu bikin pusing login salah paswodlh salah no nik dsbb,negative
ganti faskes gampang,neutral
benah mohon maaf doang ga benah ajasulit bgt dipake aplikasi nyoba udah ga hitung tetep gabisa,neutral
gk daftar ambil antre gak tolong gimana,neutral
nyari no antri slalu error jaring baguss tolong baik cepat,positive
mantap apk nya jkn,positive
kali make moga aja muas depan,neutral
keren,neutral
amazing bravo good job,neutral
bantu,neutral
mudah aplikasi cepat,positive
he apk jkn nek g niat pada gae apk g gawe apk eror ganggu prosese angel,neutral
mantap moga mantap,positive
baru lgi donk mobile jkn nya udah daftar tpi kon vertifikasi nomer ku aktif email aktif aktif sich nomer tlpn email jdi susah vertifilasinya,negative
mudah susah nambah serta ikut perintah eh paskes gak muncul pilih ulang ulang langsung blokir jgn antre gak pakai acara masuk kusut tolong baik biar jgn ribet,positive
apk rusak kode no hp kaya bansos,negative
bgs update kereset password nya v,neutral
aplikasi nya mudah daftar aja verifikasi selfie nya ga hasil hasil ruang terang,positive
apalikasi anmau daftar susah nya ampunkatanya mudahmalah susah,negative
sistem bagus,positive
sdh ok,neutral
buruk sampah,negative
apk informasi keliru,neutral
kontrol pake aplikasi sih bikin ribet pas suruh pencet boking nya pas besok biar dpt antri pencet eror nunggu jam udh tungguin pencet jadwal antri penuh bikin emosi kesel kondisi genting,neutral
gak banget nik nomor kartu keluarga otomatis g edit proses macet jalan,neutral
bpjs gak kepakek bayar cicil wajib gilir nonaktif ribet susah rakyat perintah,negative
logout notif login device login perangkat banget gak kali,neutral
anjir salah mulu login payah bngt,negative
login doang error,negative
jelek jkn jaring wife paket data error buruuuuk,negative
up date,neutral
baik pokok,positive
it aplikasi mohon logout otomatis susah orang awam,negative
antri online tdk bs d harus pakai jkn utk obat tp diggunakan error antri manual aplikasi,negative
apk gembel gk daftar antri,neutral
daftar online gagal hubung server ujungujungnya daftar offline manual rumah sakit rujuk,negative
mudah fasilitas,positive
sulit bisa,negative
akun yaa salah input data ganyaman karna masuk,neutral
kali masuk aplikasi ribet,neutral
sesuai hendak,neutral
pelyanan cepat muas denagan layan ramah mudah paham,positive
good aplcation,neutral
terima kasih puas,positive
biar terlogout otomatis,neutral
aplikasi bagus review faskes usaha privasi jaga rahasia data pasien obat takut jadi faskes serang personal pasien mereview burukburuk,positive
gak daftar istri,neutral
suda jalan operasi bedah rahang tumor garatis layan cepat mengunakan jkn,positive
bantu ya,neutral
mudah dam praktis,positive
aplikasi mobile jkn proses daftar serta online cepat fiturnya lengkap mudah info layan sehat,positive
jkn susah masuk tolong bantu baik nya,neutral
belombisa login,neutral
apk jelek daftar aja susah,negative
layan bantu terimakasih program,neutral
bagus sulit hp batas guna bpjs hp nebeng hp orang orang erti aplikasi sulit org batas,negative
bosen saben masuk ngisi data bayar iur telat sih sulit,negative
gampang log out otomatis gilir masuk susah pasword salah gilir lupa pasword gadaper notif kode otp nya apk kek ta,negative
udah bayar lunas ga pake bpjsnya tau gitu gausah bayar mending obat buang buang uang aja,neutral
payah jir errornya obat faskes error apa jirr,negative
aplikasi korupsi otp kirimwoiiii jabat yg serakahlapar duit baik aplikasikerja yg bener bayar mahal pakai duit rakyat aplikasi kokj bejaderorrr,positive
muas,neutral
bagus mudah akses layan hati,positive
bantu tolong tingkat terimakasih,neutral
baguss layan,neutral
terimakasih bantu,neutral
logout update data finger hilang login ulang captcha banget loadingnya trus pas captchanya nongol masuk trus klik masuk nongol notifikasi minta proses jaring aman aja hadeh tolong baik,positive
mudah org ngantri layan dtg lambat panggil x hehe maaf,neutral
dapet kode otp sampe tunggulama,neutral
guna,neutral
oke mwmudahkan,positive
jkn mobile mantap,positive
amplikasi bahaya hilang barang bukti bayar simpan pribadi barang bukti,neutral
sip ok,neutral
aplikasi ngak daftar susah betuldi buang aja playstore,negative
aplikasi bagus,positive
jaluk kode otp we muser koyo gangsingan,neutral
apk susah masyarakat,negative
gk ribet,neutral
aplikasi nya jelek banget pake dappatar logout masuk verifikasi susah banget ngejeng lin,negative
makasih,neutral
otpnya whatsapp gamasuk ihh sms gapunya pulsaa,neutral
ok mudah,positive
dftr susah ama sinyal slalu jelek pas rekam wajah,negative
bpjs mandiri orang trus masuk pbi nama hilang jln mobile yapdahal ambil antri online gimana ya balikin nama,neutral
kadang ter lok out,neutral
login ulang paksa program autodebet pilih bank bca proses no va bpjs opsi bank bca mau si,neutral
malas update aplikasi sendirimasuk nya susah kek gin,negative
mantap mudah gk pake ribet nunggu antri,positive
minus daftar susah,negative
bantu mantab mudah praktis,positive
ga login jelek banget aplikasi,negative
layan baik,positive
apk nya ancurga mental terusribet bangetkalau mudah bikin susahhadewwwhh,positive
gimana si daftar uda ketik nomer hp kode nya ga sms whatsapp durasi nunggunya,neutral
mantaaabbbbb,neutral
layan cepat,positive
mantaaapp,neutral
mohon depan baik ya kait jadwal layan misinformasi aplikasi jadwal layan wib wib menit layan tutup rs nya daftar layan ambil kartu antri tutup aplikasi status ubah antre selesai layan tunggu esok hari,positive
update oktober aplikasi masalah ambil nomor antri,negative
versi update screenshot yg bantu bagi barcode daftar yg anggota keluarga yg obat aplikasi diinstal keluarga yg tani obat versi balas comment sy pahamaksudnya jaga aman yg pikir jg mudah bagi barcode atas,positive
bantu ubah dataatau urus kait bpjs sehat,neutral
puas layan jkn,positive
lupa passwordmau ganti kode verifikasi gk kirim,neutral
aplikasi sampah haram duit rakyat dipake bwt aplikasi bobrok log in nya error pdhl udh d baharu tp sll g bs kesini bkn bagus tp g,negative
aplikasi busukkkmasa iya masuk susah bener bilang email blom daftar sandi salahgw udah masuk pas masuk sulit gw bayar gratisancobalah benah jgn sulit orang yg sakit,negative
ga sih kalo ga buka ga auto log out,neutral
mantap jkn ok,positive
bpjs ga jelassss obat aja susah banget ganti faskes dekat ga nunggu asli bodo banget ngapain nunggu uda daftar kartu nya faskes tera nunggu sekarat obat tahhh gitu rugi setor ga kepake,negative
aplikasi aneh daftar salah udah sesuai atur,negative
suka pakai mjkn kontrol rutin rsi aisyiah malang,positive
mudah pindah faskes cuman surat rujuk susah,neutral
otp ga masuk masuk,neutral
ubah data ngga minta tdk dpt proses aneh aplikasi,negative
aplikasi bantu,neutral
buka aplikasi offline,neutral
puas,positive
aplikasi bantu layan sehat rekam sehat terrecord lengkap,neutral
data seluler jaring wifi smga kdpan nya bs jaring wifi,neutral
kode verifikasi berkalikali coba ga satu kode masuk smawa,neutral
stelah updett gak layan bpjs ruwet masak sakit suruh pilih sakit tau sakit bikin ruwet,neutral
sukses,neutral
masuk tulis ya melebihn no nik mlu tolong bantu y,neutral
kasih bintang karna aplikasi lupa pswrd pswrd via sms mlh gk masuk kode otp ny tolong baik bugg ny urgent daftar onln gk jdiny,positive
jkn ok,neutral
aplikasi pakai hp berat orang tua hapenya uptodate,neutral
praktis,neutral
makasih aplikasi bantu,neutral
coba kali kali kode otp adabagaimana,neutral
pas daftar mobile jkn keteranganya minta sapat proses silah coba,neutral
aplikasi ga layan lambatmau chat tugas susah,negative
sorry min mjkn nya gak ngambil antri online error,negative
jelek cuk,negative
bagus cepat fropesional,positive
syarat langkah proses aplikasi sgt ribet error proses kirim no otp no hp kirim,negative
capek verifikasi wajah gagal gagal gagal gagal gagal habis sabar aja gagal,negative
akun log out kirim otp genting,neutral
alhamdulillah bantu keluarga miskin,neutral
aplikasi tolol kali masuk captca salah baik,positive
moga amanah sukses,neutral
tolong baik login aja susah kode verif gak masuk masuk gimana bayar,neutral
bantu mek ribet moga,neutral
kecewa berat daftar online screening daftar kantor cabang mobile jkn captcha sampe telepon call centernya bantu mati detik daftar jkn mobile,negative
aplikasi sampah verif wajah aja ga bisabisa,negative
bantu daftar cepat,positive
gimana kirim kode otp sms masuk masuk udh daftarlogin butuh banget sakit,neutral
aplikasi sampah udah d setting login via finger print gak,negative
jempol bgt urus nya cepet,neutral
sih aplikasi ribet banget daftar faskes rujuk tingkat udah pilih tanggal dokter pas klik daftar layan suruh masuk nomor hp ulang ikut tunjuk nya gak notifikasi silah lengkap nomor telepon masuk nomor update aman aja banget kayak gin,neutral
hadehh developer ga niat baik aplikasi kah administrasi faskes sulit aplikasi sulit,negative
apk ribet aktivasi aja ribet ampun,neutral
aplikasi mudah,positive
aplikasi tingkat daftar on line faskes jam praktek daftar onlinenya pas jam kerja gitu gak fungsi,neutral
jelek ampas eror mlu,negative
layan digital bantu,neutral
suruh daftar autodebet offline mulu pake doku udh hasil smpe otp sukses nih klik ok jd failed ngacooaplikasi bapuk jir,neutral
apk sampah mudah sulit verifikasi gapernah kode otp gapernah kirim suruh apk sampah,negative
mantappz bantu terima kasih mobile jkn,neutral
bantu,neutral
nih gak masukx error masukin rekening bank udah mlh gak masuk hapus aplikasi nya install tetep gak masuk repot,negative
komplit praktis,neutral
ambil antri rumah sakit jaring aplikasi layan buruk tolong google tindak lanjut layan aplikasi ambil uang rakyat bayar,negative
rseror nih aplikasirudet kana hate na ge,neutral
keren simple,neutral
aplikasi dukung guna bpjs pbi perintah,neutral
aplikasi buruk ku instal eror susah bgt ga proporsional samsek,negative
susuah daftar nungu sms verifikasi ga nongol nongol tolong ong mudah sulit,neutral
mntap sngt bantu,neutral
bantu dlm layan sehat utk lbh cepat tangan,positive
lot otp susah,negative
tolong min aplikasi tibatiba pas masuk aplikasi notif masuk server gk masuk hp mana login habis login otp nya gk muncul tolong baik,positive
aplikasi daftar pas rekam wajah nggak baca nggak daftar mending uninstall aja,neutral
aplikasi ngga jelasmau daftar sulit mati kartu,negative
ya daftar email dalam akun mobile jkn masuk tulis daftar email akun tolong bantu,neutral
aplikasi jkn mobileakses lbh mudah,positive
moga layan yg tenang pilih,neutral
terimakasih karna bantu,neutral
otp gk bisapadahal jaring bagus aplikasi perintah kualitas anak paud,positive
sangggat bantu,neutral
aplikasi daftar utk rujuk gak buka gak banget aplikasi mudah daftar biar dpet nomor yg,positive
mudah layan,positive
notif sms pesan verifikasi gaperna sampe hp min tolong baik,positive
gajelas ko abis byr iur aku hilang kmana tuh akun ko tibatiba hilang abis byr ribu,neutral
tolong baik lagi bug nya biar ubah nomer telpon serta nya suruh pilih metode verifikasi gda pilih nya gimna cbaa,positive
ga sok serba online sistem ga becus ga becus terapin atur ga becus sulit atur bikin sulit,negative
buka aplikasi jkn daftar ulang tolong baik,positive
gagal login nik salah pasword salah data login sesuai gagal masuk tolong apa baik,negative
susah daftar masuk pakai nomer hp aja kode otp ngak muncul,negative
koq gak login ya gak log out log out sndiri bsok sy jdwal rs,neutral
gagal masuk mohon bantu nya,negative
jelek layan udah aju rehab debet smua,negative
quick respon,neutral
mudah utk mempernaharui data kis nya,positive
baguss jkn bantu,neutral
bagus manfaat guna pelosok,positive
ko aplikasi nya ngga buka nya proses trustrus manfaat nya aplikasi yh,neutral
mobile jkn logout sendiriketika buka masuk ulangnamun sandi salahpadahal sesuai sandi nik g log in yudah data aja buka aplikasi tinggal buka gusah log in ulang sandi salah trus sesuai bikin ribet tau gak,neutral
login nya susahcaptcha susah,negative
kode otp kirim sms ga masuk masuk sinyal kuota bagus gimana daftar kantor online online ga dapet otp nya,positive
bantu,neutral
sakit log out hantu gimana sih udah masuk no ktp password salah kadang captcha salah udah ganti password nomer hp yg masuk billing error,negative
cepat tanggap mudah,positive
buruk buka aplikasi log in ber kali kali gagal darurat,negative
aneh aplikasi ribet verifikasi wajah susah senyum sampe trus suruh rubah nomor handphone gk fiturnya gimana susah banget,negative
cacat app mudah logout masuk akun lagiini susah guna lansiaemang aplikasi perintah gak bener,neutral
good job,neutral
bantu terima kasih,neutral
bantu,neutral
aplikasi bego login gagal sandi salah nik salah pin salah anjeng udah bener tolol,negative
baru log in susah offline kendala coba nik salah pdhal tolong baik ya min,neutral
komplain udah byk selesai bug nya perkara login aja ribet bgt org sakit yg daftar aja sulit scan muka aja bgt ngidentifikasinya baik  nya apk yg pake bpjs la yg andal nyusahin org sakit,neutral
kode otp kirim kirim coba nomor handphone,neutral
sulit utk daftar online gilir selvi,negative
alhamdulillah mudah terimakasih,positive
huruf captanya gak ampun,neutral
bantu aplikasi nik daftar daftar keluarga,neutral
apl sngat brmanfaat skali mudah,positive
keren uang,neutral
hp gak autoclicker deteksi autoclicker payah,negative
bantu lancar urus sehat,neutral
mantap jiwa,positive
memusskan,neutral
aplikasi mudah log out tolong baik karna lupa password nya jdi bingung,positive
ganti no mati mati sulit akses hp anggota keluarga permanen sesi habis mang jabat negeri ni otak isi kalo sulit mudah,negative
amplikasi buruk pakaibukannya mudah ribet banget,neutral
liat email ulang tunggu jam ribet verifikasi aja,neutral
foto wajah tolak,neutral
aplikasi ti logout trs suruh pilih metode bayar pas coba mlh blank hitam,neutral
lot logout,neutral
banget kode verifikasinua kirim sampe kali jg ga nyampe kode otpnya aplikasi butut,neutral
mobile jkn baik ringan masyarakan akses aplikaai,positive
bantu aplikasi,neutral
super jelek jelek pake banget jadwal dokter pampang pasien salah jadwal lanjur rs gimana lo bener sedia layan gue bayar loh dzolim banget najis,negative
top aplikasi,neutral
tingkatkam manfaat,neutral
moga jaya bantu sehat masyarakat indonesia,neutral
aplikasi ok,neutral
sayang utk niksedangkan rumah org yg suami kerja pulang minggu sekalijika buka utk org anak sy muncul tdk loginselevel it utk aplikasi nasional sdh fleksibel utk fitur layanannyatdk batas utk nik,neutral
aplikasi perintah emang cacatdaftar kode oto nya gak muncul muncul aneh,negative
aplikasi baru tampil bagus terkadang daftar layan sehat faskes lanjut deteksi surat kontrol,positive
alhamdulillah responnya cepat,positive
bantu masyarakat,neutral
mudah jadwal kontrol,positive
mantip,neutral
bagus mudah praktis ga ribet,positive
jelas obat rinci lengkap,neutral
fitur rubah faskes,neutral
sih akhirakhir logout bikin ribet aja nih,neutral
bagus bantu ecek sehat mobile jkn tdk repot daftar,neutral
ok banget manfaat ga jauhjauh kantor bpjs terimakasih,neutral
layan lambat buka,negative
nice nuhun,neutral
memeprmudah,neutral
gilir lupa sandi kirim kode otp nya bget,neutral
ribettttttttttttttt,neutral
bagus erti aplikasi nya kalo udah gk pakekkk ya suka nge login hp bingung situ tolong baik gak,positive
terima kasih mudah akses aplikasi,positive
cepat mantab,positive
ok v gagal ya pindah paskes nya,negative
aplikasi tolol dapet otp susah,negative
aplikasi yg rajin logout,neutral
log out suruh verifikasi no telpon tunggu ngga muncul sms,neutral
jelek verifikasi aja banget apk gajelas,negative
apk ngak pagi sampe sore ngak kode,neutral
log out mulu pakai fingerprint login pakai aja hrus input lg tual da lupa password,neutral
bagus jkn,positive
aplikasi aneh cm log in apk nya error trus nya ap apk,negative
kode otp gak masuk tdi udah coba x ttap gak masuk kode,neutral
ribet banget ambil antri masuk aplikasikeluar bentar masuk aplikasi masukin nikpaswordcapchasuper ribetsecara hp jadul pake finger bisamana error susah dibukaemang aplikasi perintah iyuuuh ya,negative
daftar sulit verifikasi gagal,negative
aplikasi buat lokal suka nyusahin guna sihudh daftar logoutmau masuk lg pake nomer wa gk,positive
rusak banget registrasi tahan otp nungguin ngga muncul sms sih wa ngapain sms,negative
mudah guna,positive
siiip,neutral
bantu menu nya udah gak ambil antre offline ngubah kelas tinggal pencet gak dateng kantor tunggak jalan bayar,neutral
apk apan susah kirim otp k no mulu kartu prabayar pulsa juta emang apk gk batu,negative
aplikasi busukmubadjir memorimau dftar verifikasi wajah tp gagal pdhal udah sesuai instruksiburuk buruk aplikasi jkn,negative
ko gbsa d buka knp ya,neutral
layan cepat,positive
mnt tolong jaring askes bagusin lg gk online melulu,neutral
knp gk krim kode otp woyy gaje bgt nih apk suruh masukin nmor otp gk dikirm mending gmail aja biar cepet jgn pake nmor,neutral
capcha nya ga njiirrrr,neutral
lumayan ribet nya,neutral
maksud kode referensi sih,neutral
batu mudah,positive
sistem udh bagus cuman kalo bikin pusat hp anggota keluarga keluarga akses aplikasi pusat akun hp log out hp akun aga ribet yaa,positive
bantu cepat layan sehat,positive
bagus bngt layan aeee,positive
daftar kali tetep coba gagal aplikasi sampah,negative
tolong update sulit masuk aplikasimasa daftar,negative
cepat layan nyq,positive
daftar bilang nomor serta,neutral
gilak log in payah susah,negative
anggota bpjs mandiri alhamdulillah layan lancar lancar aja nunggak byr premi,neutral
tolong aplikasi baik keluh sulit login reset password diam,neutral
bantu terimakasih gratis obat,neutral
layan,neutral
verifikasi susah,negative
susah banget antri aja jadwal available gkbs pilih trus guna bikin fitur,negative
ga kirim kirim otpnya sms,neutral
aplikasi bantu masyarakat indonesia sehat,neutral
captcha nya muter internet bagus,positive
an offline mulu tulis nya,neutral
aplikasi aneh verif wajah aja susah ampun nomor udah daftar bikin akun,negative
aplikasi yg bantu,neutral
bagus trima kasih bnyk,positive
terima kasih apkikasi mobile jkn bantu moga manfaat depan rakyat negara cinta,neutral
layan cepat libur nasional,positive
hp kentang bossupdate mulumemori penuh,neutral
proses ruwed antra rs bpjs terkadang tdk singkronbanyak ngerjain si serta ngurus kesana kesinimungkin neng ya ngerjain orang biar muter ngrus kesanakesinikapan indonesia maju malau trus sulit rakyat indonesia,negative
selesai layan daftar online besok nunggu ya karna menu daftar antre tera layan muncul daftar,neutral
layan mudah cepat,positive
moga bantu aplikasi,neutral
very helpful,neutral
aplikasi daftar aja sulit pake acara masuk kode referal,negative
ofline trus,neutral
mudah pasien kontrol rs yg tuju antri lama rs yg tuju,positive
mantap,positive
tolong tambah akun biar karna kluarga yg mobile jkn nya misa jd repot masuk nya klw hp kn jd gk repot,negative
mudah gnakan,positive
gbisa dwnload ggl pdhl ruang simpan,neutral
mataf sanget mudah d,positive
daftar layan antri sulit,negative
lag,neutral
prioritas problem masyarakat no,neutral
layan bagus cepat mudah,positive
aplikasi masalah logout tolong niat mudah baik,positive
sory apk nya kayak nge bugmasak kode otpsampai nunggu muncul,neutral
nomer hp akun kk mertua beda kk mertua tua hp paham pakek hp jugak ruang sakit cein antre pakek mobile jkn efektif banget no hp maksimal kk gitu cekout cekin mobile jkn sulit banget password salah salah ribet banget buka efisien terimaksih mohon update,negative
pas gunain eh pas login pas daftar nik kenal sampah ni aplikasi habis update musti log out log in nya sulit,negative
ganggu mulu cape,neutral
mobil jkn aplikasi mudah moga layan rs,positive
good good good,neutral
moga mudah proses daftar obat,positive
pilih fasilitas sehat yg pilih bagus sempat masyarakat sesuai butuh terimakasih,positive
pakai pesan muncul pop up daftar kali pasien terus,neutral
gimana sih tiba log out sendri masuk susah ampun kya pinjem duit bankaneh bgt mobile jkn mudah mlah mempersulitkecewa bgt dehhhsetiap habis baru apk nambah bagusnambah eror,neutral
efisien,neutral
sengat bantu,neutral
susahh dikit dikit login ulang udh brrpkalicoba gamauu,neutral
kartu yg bantu rakyat indonesia drmslh uang sehat sukses terima kasih byk,neutral
bantu mudah urus,positive
minimal kalo log out fitur fari google simpan info login,neutral
kode verifikasi otp sms nunggu kirim ulang kali tetep gak kirim,neutral
aman gampang mudah erti,positive
ga ni apk suruh masukin no tp bilang udh pakai serta no blm daftar,neutral
sehat ngerti,neutral
aplikasi manfaat,neutral
ramah orang tua fitur screenshot tiket izin gimana gua ngirim mak gua njir emang tolol ni orang perintah bikin bijak apa,neutral
bagussss,neutral
lalap update buka,neutral
bobrok aplikasi layan nya tungakan bpjs lunasin tetep bom aktif pakai dadak gak ajg aplikasi per bagus aplikasi swasta sat set,positive
riber aplikasi log out error hadeh,negative
tolong bantu verifikasi akun masuk kali telpon respon apa ada alamat email hubung manusia ya robot tolong tim butuh bantu terima kasih,neutral
bagus bnget mmbntu,positive
udah daftar suruh daftar bagus ni jknbikin susah orang ajaaplikasi bodong,neutral
aplikasi broken mu eror alas ofline internet mbps offline,neutral
mudah daftar rs puskesmas terima kasih jkn,positive
kocak ganti email no hp gilir reset sandi no hp email sesuai bpjs kena hack info apa masuk email,neutral
ll,neutral
obat,neutral
aplikasi jelek,negative
dah males software perintah g bener,neutral
aplikasi bagus mudah,positive
tlong tingkat,neutral
aplikasi perintah busuk verifikasi kode otp auto debit gak muncul muncul suruh pake pulsa tetep aja ga muncul otp nya,neutral
layan online cepat,positive
jelek bngt aplikasi ribet dftr antri sllu gak proses trus lupa pin ganti yg susah verifikasi kode otpnya gak mncul pdhl no nya udah bner payah,negative
susah login ga nerima otp gimana developer nya,negative
aplikasi gak login susah vener ket paswor salah no induk salah pdahal udah bner salah mulu,negative
nggk verivikasi nomerrrrrr,neutral
apk buruk keluar buruk,negative
bantu,neutral
baik,positive
alhamdulillah ubah faskes i aplikasi mudah guna pdhl kantor bjps dlu utk ubah faskes kemari,positive
aplikasi jkn bantu bagus,positive
aplikasi jelek lot error logout gabisa screenshotscreen record baik aplikasi ginian tuh mudah masyarakat sulit,negative
lupa password nomor ga ngelantur jawab,neutral
okey bantu,neutral
diinstall udah kali,neutral
daftar antri aja susah,negative
jelek banget sulit akses ikut pandu bolak gak hasil,negative
app mudah ubah administrasi giat obat,positive
pakai wifi internetnya bagus aplikasi bilang gak koneksi internet susah ambil antri rs yg ambil nomor antri pakai jkn rebut,neutral
mohon tambah fitur ganti akun mobile jkn keluarga hp anggota bayi anak lansia butuh pantau sehat loginlogout praktis negara fitur harap sistem sehat digital ramah keluarga inklusif,neutral
mudah cepat proses,positive
daftar login aja susah pas verifikasi wajah nya trus gada pilih verifikasi contoh nya email otp sms tolong baik verifikasi wajah responsif udah terang wajah susah bnget baca gagal,negative
kurang cepat layan,neutral
bantu ubah faskes mudahterimakasih,neutral
login log out lupa sandi,neutral
update domisilidan pemberitahuan aktif eh aktif ku cek ga update verifikasi wajah ribet astagfirullah gagal,negative
josdashh,neutral
bpjs pas buka aplikasi pasword karna bpjs gratis gk akses lg,neutral
gabisa registrasi pas verifikasi wajah kamera miror gagal,negative
buruk verifikasi muka gagal,negative
layan nya cepat praktis efisien,positive
keluarga,neutral
update dilogout repot,negative
bagusss ganti email mudahh,neutral
bagus good respons,positive
terima kasih,neutral
log in aja lamagangguan mulu,neutral
